cantico_id,club_id,equipo_mencionado_fuente,titulo_referencia,letra_original,contexto_cantico,referente_contextual,fuente_contexto,estado_contexto,fuente,url,fecha_consulta,fecha_publicacion,metodo_adquisicion,numero_palabras,estado_verificacion,posible_similar_a,revision_manual,observacion_revision
CAN0044,CLU004,Deportivo Pasto,BUSQUENME EN LA TRIBUNA,"YO NO SOY COMO ESOS QUE SE QUEDAN EN CASA
ESCUCHANDO LA RADIO PA SABER LO QUE PASA
YO SOY HINCHA DEL PASTO DE ESO NO TENGAN DUDA
SI ME ANDAN BUSCANDO BUSQUENME EN LA TRIBUNA
BUSQUENME EN LA TRIBUNAAA.",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-5,2026-09-01,,Copiado de texto público mediante extracción reproducible,40,requiere revisión: segmentación de fuente,,Sí,La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.
CAN0045,CLU004,Deportivo Pasto,CADA DÍA TE QUIERO MAS,"OLE OLE OLE,OLE OLE OLE OLA
OLE OLE OLE,CADA DIA TE QUIERO MAS
YO SOY DEL PASTO
ES UN SENTIMIENTO
NO PUEDO PARAAAR
OLE OLE OLE,OLE OLE OLE OLA
OLE OLE OLE,JUGANDO BIEN, O JUGANDO MAL
YO SOY DEL PASTO
ES UN SENTIMIENTO
NO PUEDO PARAR",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-12,2026-09-01,,Copiado de texto público mediante extracción reproducible,50,requiere revisión: segmentación de fuente,,Sí,La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.
CAN0046,CLU004,Deportivo Pasto,LA BANDA LOCA,"ESTA ES LA BANDA LOCA DEL SUPERDEPOR
LA QUE LO SIGUE AL PASTO
SIN TENER MIEDO...
LA QUE DEJA LA VIDA POR LOS COLORES...
LA QUE LE PIDE GÜEVO' A LOS JUGADORES....
PARA SER CAMPEONES...",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-15,2026-09-01,,Copiado de texto público mediante extracción reproducible,35,requiere revisión: segmentación de fuente,CAN0028,Sí,"La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.; Similitud alta conservada: CAN0028 (secuencia=0.971, vocabulario=0.931, longitud=1.000)"
CAN0047,CLU004,Deportivo Pasto,LO DEJO TODO,"HOY YO LO DEJO TODO...
ME VOY A VER AL PASTO...
PORQUE LOS JUGADORES...
ME VAN A DEMOSTRAR
QUE SALEN A GANAAAAR...
QUIEREN SALIR CAMPEON
QUE LO LLEVAN A DENTRO...
COMO LO LLEVO YO!!!!",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-6,2026-09-01,,Copiado de texto público mediante extracción reproducible,34,requiere revisión: segmentación de fuente,,Sí,La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.
CAN0048,CLU004,Deportivo Pasto,LO QUE YO QUIERO,"Y DALE DAKE TRICOLOOOR
TE VENIMOS A VER
ESTA BANDA ESTA RELOCA
DESDE PEQUEÑA TE VENGO A VER
SABES QUE VOS SOS LO QUE TO QUIERO
NO ME IMPORTA SI ESTO ES UN JUEGO
YO TE REGALO MI CORAZON
SOLO TE PIDO SALIR CAMPEON",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-16,2026-09-01,,Copiado de texto público mediante extracción reproducible,44,requiere revisión: segmentación de fuente,,Sí,La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.
CAN0049,CLU004,Deportivo Pasto,LOS VENDIDOS,"LOS VENDIDOS SON ASI
SON LOS AMARGOS DEL MUNDO ENTERO
SE LAS DAN DE HINCHADA FIEL
PERO NO SABEN LO QUE ES SENTIMIENTO
LES VAMOS A DEMOSTRAR
PASION QUE SIENTE TODO UN PUEBLO
VAMO A SALIR ALENTAR
GANES O PIERDAS PASTO YO TE QUIERO
Y DALE VOS Y DALE DALE PASTO
Y DALE VOS Y DALE DALE PASTO
Y DALE VOOOOS Y DALE DALE PASTO.",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-19,2026-09-01,,Copiado de texto público mediante extracción reproducible,65,requiere revisión: segmentación de fuente,CAN0030,Sí,"La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.; Similitud alta conservada: CAN0030 (secuencia=0.880, vocabulario=0.891, longitud=0.923)"
CAN0050,CLU004,Deportivo Pasto,MI BUEN AMIGO,"PASTO MI BUEN AMIGO
ESTA CAMPAÑA VOLVEREMOS A ESTAR CONTIGO
TE ALENTAREMOS DE CORAZON
ESTA ES LA BANDA QUE TE QUIERE VER CAMPEON
HOOO HO!!
NO ME IMPORTA LO QUE DIGAN
LO QUE DIGAN LOS DEMAS
YO TE SIGO A TODAS PARTES
CADA DIA TE QUIERO MAS...",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-3,2026-09-01,,Copiado de texto público mediante extracción reproducible,47,requiere revisión: segmentación de fuente,,Sí,La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.
CAN0051,CLU004,Deportivo Pasto,NO ME ARREPIENTO,"NO ME ARREPIENTO DE ESTE AMOR
AUNQUE NO SEAS CAMPEÓN.
AMARTE ES UN MILAGRO Y YO TE AME.
COMO NUNCA JAMAS LO IMAGINE.
VOY A TATUARTE AQUI EN MI PIEL.
VOY A SEGUIRTE POR DOQUIER.
YO SIENTO QUE MI PASTO VA A GANAR.
Y CON TODO EL ATTAKE A CELEBRAR.....
Y AUNQUE YA DIMOS LA VUELTA
SIEMPRE EL PASTO ES UNA FIESTA.
LA LOCURA DE LAS DROGAS Y EL ALCOHOOL.
Y ANTES DEL SEGUNDO TIEMPO.
TODAVIA ESTOY ENTERO
Y VOS NO PODES FALLARME.
DALE VOOOSSSS",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-7,2026-09-01,,Copiado de texto público mediante extracción reproducible,85,requiere revisión: segmentación de fuente,CAN0031,Sí,"La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.; Similitud alta conservada: CAN0031 (secuencia=0.905, vocabulario=0.829, longitud=0.976)"
CAN0052,CLU004,Deportivo Pasto,PASTO DE MI VIDA,"PASTOOOOO
PASTO DE MI VIDA
VOS SOS LA ALEGRIA
DE MI CORAZOOOON
SABES SOS LO QUE SIENTOOO
TE LLEBAMOS DENTRO
DE MI CORAZOOOOOOONN",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-1,2026-09-01,,Copiado de texto público mediante extracción reproducible,23,requiere revisión: segmentación de fuente,,Sí,La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.
CAN0053,CLU004,Deportivo Pasto,PASTO EL MEJOR,"EH EH OEH, EH EH OAA HEH EH OEEH
QUIERO CANTAR QUIERO GANAR (2)
NO VOY A DEJAR QUE TE HIERAN
Y DIGAN LO QUE DIGAN YO TE VENGO A VER
SIEMPRE SOY DEL PASTO
HINCHA DE CORAZON
EN LA CANCHA QUE JUEGUES
TE ALENTAMOS CAMPEON (2)
DALE PASTOO..
PORQUE ES UN SENTIMIENTO, ES UN HONOR
PODER GRITAR DE TODO CORAZONAL PASTO (2)
Y QUE LLORARAN VENDIDOS
QUE NO QUIEREN LA REGION
PORQUE ESTE SEMESTRE QUEDA
MI SUPERDEPOR CAMPEON (2)
EL PASTO VA A SALIR CAMPEON
EL PASTO VA A SALIR CAMPEON
SE LO DECIMOS A TODOS LOS HIJOS DE PUT*DE LA DIMAYOR
COMO NO TE VOY A QUEREEER
COMO NO TE VOY A QUERER
COMO NO TE VOY A QUERER
SI TE LLEVO DENTRO DE MI CORAZON
SIEMPRE SIEMPRE TE SEGUIRE
NUNCA NUNCA TE DEJARE
PORQUE VAYAS DONDE VAYAS
VAYAS DONDE VAYAS CONTIGO ESTARE
Y DALE DALE DALE VOS
Y DALE DALE DALE VOS
Y DALE DALE DALE PASTO
DALE DALE PASTO DALE DALE VOS",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-10,2026-09-01,,Copiado de texto público mediante extracción reproducible,166,requiere revisión: segmentación de fuente,,Sí,La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.
CAN0054,CLU004,Deportivo Pasto,SOY TRICOLOR,"SOY TRICOLOOOOR
SOY TRICOLOOOOR
SOY TRICOLOOOOR
DE LA CUNA
HASTA EL CAJON",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-18,2026-09-01,,Copiado de texto público mediante extracción reproducible,12,requiere revisión: segmentación de fuente,,Sí,La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.
CAN0055,CLU004,Deportivo Pasto,TRICOLORES,"YO VENGO PARA DEMOSTRAR...
EL AMOR QUE YO SIENTO
LOCURA AGUANTE Y CARNAVAL
MAS QUE UN SENTIMIENTO
POR ESO YO LO DEJO TODO
Y ME VOY, ALENTAR AL TRICOLOR...
DALE DALE TRICOLOR
SOS LA DROGA Y MI PASION
ESTA TARDE (NOCHE) HAY QUE GANAR
LA HINCHADA TE VA ALENTAR",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-17,2026-09-01,,Copiado de texto público mediante extracción reproducible,49,requiere revisión: segmentación de fuente,CAN0036,Sí,"La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.; Similitud alta conservada: CAN0036 (secuencia=0.960, vocabulario=0.927, longitud=0.961)"
CAN0056,CLU004,Deportivo Pasto,UNA FIESTA,"VAMOS PASTO VAMOS A GANAR
NUNCA TE VAMOS ABANDONAR
SOS MI LOCURA
SOS MI PASION
SIEMPRE ALENTANDO AL TRICOLOOOR
AL TRICOLOR
HEMOS PERDIDO LA RAZON
POR ALENTAR AL TRICOLOOOR
ES UNA FIESTAAA
LA HINCHADA TE QUIERE PEDIR
UN CAMPEONATO PARA DAR...
DE NUEVO LA VUELTAA",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-11,2026-09-01,,Copiado de texto público mediante extracción reproducible,45,requiere revisión: segmentación de fuente,,Sí,La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.
CAN0057,CLU004,Deportivo Pasto,VAMOS DEPORTIVO,"TRAIGA UNA BOTELLA...
QUE ESTOY QUE ME ENTRO AL LIBERTAD
HACER UNA FIESTA...
CON BOMBO Y TROMPETA
SOY TRICOLOOOR
DALE DALE DALE DALE CAMPEON
DALE DALE DALE DALE CAMPEON
VAMOS TRICOLORES
ES POR LA FUERZA DEL AMOR QUE AL LIBERTAD YO SIEMPRE VENGO
Y NO ME IMPORTA SI VAS MAL O SI VAS BIEN NO ME DETENGO
DEL TRICOLOR ME ENAMORE YO SI LO SE NO TENGO DUDA
LOCURA AGUANTE Y CORAZON LO QUE MAS DOY SIN DUDA ALGUNA
SOY TRICOLOOOR
DALE DALE DALE DALE CAMPEON
DALE DALE DALE DALE CAMPEON
VAMOS TRICOLORES",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-8,2026-09-01,,Copiado de texto público mediante extracción reproducible,93,requiere revisión: segmentación de fuente,,Sí,La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.
CAN0058,CLU004,Deportivo Pasto,VAMOS LOS TRICOLORES,"VAMOOS VAMOS LOS TRICOLORES
PONGAN HIUEVOS QUE HOY HAY QUE GANAR
VAMOOS VAMOS LOS TRICOLORES
QUE ESTA HINCHADA QUIERE FESTEJAR
TE VENGO A VER
TE VENGO ALENTAR
DONDE JUGUEZ HASTA EL FINAL
LA BANDA ESTA RELOCA
NADIE LA PUEDE PARAR
HO HOO!!
HAY QUE JUGAR
HAY QUE GANAR
PORQUE LA VUELTA VAMOS A DAR
Y A LOS VENDIDOS
HOY LOS VAMOS A MATAR
HO HOOO !!",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-9,2026-09-01,,Copiado de texto público mediante extracción reproducible,65,requiere revisión: segmentación de fuente,,Sí,La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.
CAN0059,CLU004,Deportivo Pasto,YO SOY DEL PASTO,"SEÑORES YO SOY DEL PASTO
Y TENGO AGUANTE
YO SIGO AL SUPER DEPOR
POR TODAS PARTES
QUE EL PASTO ES UN SENTIMIENTO
QUE SE LLEVA EN EL CORAZÓN
LA SEGUNDA QUEREMOS PASTO
VAMOS CAMPEÓN
SALE EL CAMPEÓN
SALE EL CAMPEON
DALE CAMPEÓN
DALE CAMPEON.",,,,,Blog Attake Massivo Pasto & La Banda Tricolor,https://tricoloresbandapasto.blogspot.com/p/cantos.html#bloque-14,2026-09-01,,Copiado de texto público mediante extracción reproducible,44,requiere revisión: segmentación de fuente,,Sí,La página reúne varios cantos en un solo documento y su formato no delimita todos los bloques con la misma claridad; revisar la segmentación manualmente.
CAN0060,CLU005,Atlético Bucaramanga,Aguante como el Nuestro,"Aguante como el nuestro cada vez hay menos...
Que tiemble San Alonoso que llego la banda
Cantando con un vino y un porro en la mano...
no nos importa nada vamos a la cancha
Es la banda del leopardo locos enamorados
se eschucha en el Alfonso te siguen alentando
aguante como el nuestro no va morir jamas
como lo dice mi gente del leopardo se nace
con este sentimiento vamos a todas partes
aguante como el nuestro no va a morir jamas.",,,,,Barrabrava.net,https://barrabrava.net/atletico-bucaramanga/fortaleza-leoparda-sur/letra/aguante-como-el-nuestro/,2026-09-01,,Copiado de texto público mediante extracción reproducible,82,aceptado,,No,
CAN0061,CLU005,Atlético Bucaramanga,Al bucaros nunca lo he dejado,"Al bucaros nunca lo he dejado
siempre lo he alentado en la popular
la fortaleza la que te acompaña
y siempre y te sigue a donde tu vas
Todos los domingos desde la glorieta
despues de las 12 empezamos a alentar
pero los tombos siempre nos persiguen
y siempre con ellos nos toca frentear
Estamos todos desde la tribuna
diciendo que nunca te vamos a dejar
ganes o pierdas mi Bucaramanga
leopardo del alma te vamos a amar
Por eso juro que si yo me muero
allá desde el cielo te voy a alentar
y si reencarno sin ninguna duda
seré auriverde y fortín nada mas",,,,,Barrabrava.net,https://barrabrava.net/atletico-bucaramanga/fortaleza-leoparda-sur/letra/al-bucaros-nunca-lo-he-dejado/,2026-09-01,,Copiado de texto público mediante extracción reproducible,106,aceptado,,No,Duplicado exacto también localizado en Barrabrava.net: https://barrabrava.net/atletico-bucaramanga/fortaleza-leoparda-sur/letra/estamos-todos-desde-la-tribuna/
CAN0062,CLU005,Atlético Bucaramanga,"Bucaramanga es, es el veneno mas mortal","Bucaramanga es, es el veneno mas mortal
que aunque duele al pasar jamás tu lo podrás dejar
mil veces y una mas juraste no volverlo a ver
pero es una ilusión que nunca dejas de creer
vamos vamos vamos vamos vamos a ganar
vamos bucaramanga yo siempre te voy a amar (x2)",,,,,Barrabrava.net,https://barrabrava.net/atletico-bucaramanga/fortaleza-leoparda-sur/letra/bucaramanga-es-es-el-veneno-mas-mortal/,2026-09-01,,Copiado de texto público mediante extracción reproducible,52,aceptado,,No,
CAN0063,CLU005,Atlético Bucaramanga,Como te va indio,"Como te va indio
como te va
indio hijueputa
te saluda tu papá
aguante no tenes
siempre corres
el de los patios no lo volverás a ver",,,,,Barrabrava.net,https://barrabrava.net/atletico-bucaramanga/fortaleza-leoparda-sur/letra/como-te-va-indio/,2026-09-01,,Copiado de texto público mediante extracción reproducible,27,aceptado,,No,
CAN0064,CLU005,Atlético Bucaramanga,Cuando te vi me enamore,"Cuando te vi me enamore
desde pequeño te vengo a ver
a donde vas voy a alentar
sin el leopardo
no se que es amar
Oh dale dale Bucaros
yo te llevo en el corazon
ganes o pierdas
el sentimiento que hay en mi
yo ya no lo puedo sacar de la cabeza",,,,,Barrabrava.net,https://barrabrava.net/atletico-bucaramanga/fortaleza-leoparda-sur/letra/cuando-te-vi-me-enamore/,2026-09-01,,Copiado de texto público mediante extracción reproducible,53,aceptado,,No,
CAN0065,CLU005,Atlético Bucaramanga,Es la banda que te alienta,"Es la banda que te alienta
es la banda de las kumbias
la que tiene mas aguante
la que canta con locura
no me importa donde juegues
no me importa el resultado
porque a mi lo que me mueve
es seguirte a todos lados
¡Ay AB! ¿que daría?
Yo por ti hasta mi vida
la Fortaleza presente
te alentará hasta la muerte
Ay vamos vamos auriverde
hoy hay que ganar (x2)",,,,,Barrabrava.net,https://barrabrava.net/atletico-bucaramanga/fortaleza-leoparda-sur/letra/es-la-banda-que-te-alienta/,2026-09-01,,Copiado de texto público mediante extracción reproducible,71,aceptado,,No,
CAN0066,CLU005,Atlético Bucaramanga,Ganar o perder nunca importó,"Dónde estás corazón (Los del fuego)
Estrofa:
Te sigo a cada cancha que vas a jugar
Llevando a todas partes nuestro carnaval
Ganar libertadores es nuestra ilusión
Te aliento con las fuerzas de mi corazón
Leopardo yo te vengo a alentar
Tu hinchada es distinta a las demás
Auriverde te amo de verdad
Coro:
El tiempo que pasamos en la B
Yo siempre estuve loco por volver
Ganar o perder nunca importó
En las buenas y malas voy a estar
La banda nunca te va a abandonar
Esta hinchada quiere ser campeón",,,,,Barrabrava.net,https://barrabrava.net/atletico-bucaramanga/fortaleza-leoparda-sur/letra/ganar-o-perder-nunca-importo/,2026-09-01,,Copiado de texto público mediante extracción reproducible,92,aceptado,,No,
